time;lv_rural1;lv_rural3;lv_semiurb4
02.01.2016 23:45;0;0;0
03.01.2016 00:00;0;0;0
03.01.2016 00:15;0;0;0
03.01.2016 00:30;0;0;0
03.01.2016 00:45;0;0;0
03.01.2016 01:00;0;0;0
03.01.2016 01:15;0;0;0
03.01.2016 01:30;0;0;0
03.01.2016 01:45;0;0;0
03.01.2016 02:00;0;0;0
03.01.2016 02:15;0;0;0
03.01.2016 02:30;0;0;0
03.01.2016 02:45;0;0;0
03.01.2016 03:00;0;0;0
03.01.2016 03:15;0;0;0
03.01.2016 03:30;0;0;0
03.01.2016 03:45;0;0;0
03.01.2016 04:00;0;0;0
03.01.2016 04:15;0;0;0
03.01.2016 04:30;0;0;0
03.01.2016 04:45;0;0;0
03.01.2016 05:00;0;0;0
03.01.2016 05:15;0;0;0
03.01.2016 05:30;0;0;0
03.01.2016 05:45;0;0;0
03.01.2016 06:00;0;0;0
03.01.2016 06:15;0;0;0
03.01.2016 06:30;0;0;0
03.01.2016 06:45;0;0;0
03.01.2016 07:00;0;0;0
03.01.2016 07:15;0;0.004714;0
03.01.2016 07:30;0;0.006783;0
03.01.2016 07:45;0;0.010395;0
03.01.2016 08:00;0;0.009696;0
03.01.2016 08:15;0.01802;0.022485;0.023573
03.01.2016 08:30;0.033766;0.031088;0.047146
03.01.2016 08:45;0.046762;0.031799;0.060337
03.01.2016 09:00;0.059194;0.034773;0.066083
03.01.2016 09:15;0.058062;0.032852;0.047202
03.01.2016 09:30;0.055813;0.06073;0.091942
03.01.2016 09:45;0.056165;0.092775;0.123957
03.01.2016 10:00;0.062947;0.055288;0.079436
03.01.2016 10:15;0.052201;0.055179;0.051079
03.01.2016 10:30;0.039832;0.05349;0.034053
03.01.2016 10:45;0.025234;0.063369;0.017026
03.01.2016 11:00;0.012211;0.050448;0
03.01.2016 11:15;0.002234;0.049342;0
03.01.2016 11:30;0;0.033236;0
03.01.2016 11:45;0;0.02719;0
03.01.2016 12:00;0;0.039243;0
03.01.2016 12:15;0;0.033416;0
03.01.2016 12:30;0;0.016929;0
03.01.2016 12:45;0;0.014084;0
03.01.2016 13:00;0;0.025177;0
03.01.2016 13:15;0;0.035071;0
03.01.2016 13:30;0;0.019476;0
03.01.2016 13:45;0;0.02081;0
03.01.2016 14:00;0;0.008264;0
03.01.2016 14:15;0;0.003718;0
03.01.2016 14:30;0;0.003924;0
03.01.2016 14:45;0;0.007848;0
03.01.2016 15:00;0;0.011359;0
03.01.2016 15:15;0;0.009914;0
03.01.2016 15:30;0;0.013631;0
03.01.2016 15:45;0;0.00344;0
03.01.2016 16:00;0;0;0
03.01.2016 16:15;0;0;0
03.01.2016 16:30;0;0;0
03.01.2016 16:45;0;0;0
03.01.2016 17:00;0;0;0
03.01.2016 17:15;0;0;0
03.01.2016 17:30;0;0;0
03.01.2016 17:45;0;0;0
03.01.2016 18:00;0;0;0
03.01.2016 18:15;0;0;0
03.01.2016 18:30;0;0;0
03.01.2016 18:45;0;0;0
03.01.2016 19:00;0;0;0
03.01.2016 19:15;0;0;0
03.01.2016 19:30;0;0;0
03.01.2016 19:45;0;0;0
03.01.2016 20:00;0;0;0
03.01.2016 20:15;0;0;0
03.01.2016 20:30;0;0;0
03.01.2016 20:45;0;0;0
03.01.2016 21:00;0;0;0
03.01.2016 21:15;0;0;0
03.01.2016 21:30;0;0;0
03.01.2016 21:45;0;0;0
03.01.2016 22:00;0;0;0
03.01.2016 22:15;0;0;0
03.01.2016 22:30;0;0;0
03.01.2016 22:45;0;0;0
03.01.2016 23:00;0;0;0
03.01.2016 23:15;0;0;0
03.01.2016 23:30;0;0;0
03.01.2016 23:45;0;0;0
04.01.2016 00:00;0;0;0
04.01.2016 00:15;0;0;0
04.01.2016 00:30;0;0;0
04.01.2016 00:45;0;0;0
04.01.2016 01:00;0;0;0
04.01.2016 01:15;0;0;0
04.01.2016 01:30;0;0;0
04.01.2016 01:45;0;0;0
04.01.2016 02:00;0;0;0
04.01.2016 02:15;0;0;0
04.01.2016 02:30;0;0;0
04.01.2016 02:45;0;0;0
04.01.2016 03:00;0;0;0
04.01.2016 03:15;0;0;0
04.01.2016 03:30;0;0;0
04.01.2016 03:45;0;0;0
04.01.2016 04:00;0;0;0
04.01.2016 04:15;0;0;0
04.01.2016 04:30;0;0;0
04.01.2016 04:45;0;0;0
04.01.2016 05:00;0;0;0
04.01.2016 05:15;0;0;0
04.01.2016 05:30;0;0;0
04.01.2016 05:45;0;0;0
04.01.2016 06:00;0;0;0
04.01.2016 06:15;0;0;0
04.01.2016 06:30;0;0;0
04.01.2016 06:45;0;0;0
04.01.2016 07:00;0;0;0
04.01.2016 07:15;0;0;0
04.01.2016 07:30;0;0;0
04.01.2016 07:45;0;0;0
04.01.2016 08:00;0;0;0
04.01.2016 08:15;0.017587;0;0.023166
04.01.2016 08:30;0.035174;0;0.046332
04.01.2016 08:45;0.046359;0;0.069498
04.01.2016 09:00;0.051357;0;0.049255
04.01.2016 09:15;0.059992;0.026785;0.068136
04.01.2016 09:30;0.073061;0.049122;0.084964
04.01.2016 09:45;0.063826;0.069568;0.065263
04.01.2016 10:00;0.074735;0.071596;0.060337
04.01.2016 10:15;0.073164;0.072432;0.092352
04.01.2016 10:30;0.066189;0.06556;0.103024
04.01.2016 10:45;0.059755;0.07803;0.150227
04.01.2016 11:00;0.060499;0.064731;0.083875
04.01.2016 11:15;0.054147;0.064572;0.064472
04.01.2016 11:30;0.049955;0.078249;0.061441
04.01.2016 11:45;0.049292;0.080926;0.058411
04.01.2016 12:00;0.049428;0.07052;0.05538
04.01.2016 12:15;0.039822;0.048008;0.041535
04.01.2016 12:30;0.034095;0.050503;0.02769
04.01.2016 12:45;0.033314;0.06146;0.013845
04.01.2016 13:00;0.011829;0.083369;0
04.01.2016 13:15;0.021325;0.106277;0.013739
04.01.2016 13:30;0.031926;0.123669;0.027479
04.01.2016 13:45;0.047577;0.075947;0.041218
04.01.2016 14:00;0.048061;0.059102;0.054958
04.01.2016 14:15;0.039526;0.048094;0.037762
04.01.2016 14:30;0.033552;0.064725;0.030598
04.01.2016 14:45;0.035115;0.07298;0.013739
04.01.2016 15:00;0.012234;0.071012;0
04.01.2016 15:15;0.006263;0.071512;0
04.01.2016 15:30;0.005611;0.089879;0
04.01.2016 15:45;0.004506;0.092584;0
04.01.2016 16:00;0.005858;0.056503;0
04.01.2016 16:15;0.002605;0.082931;0
04.01.2016 16:30;0;0.101591;0
04.01.2016 16:45;0;0.104333;0
04.01.2016 17:00;0;0.067009;0
04.01.2016 17:15;0;0.066153;0
04.01.2016 17:30;0;0.074693;0
04.01.2016 17:45;0;0.063371;0
04.01.2016 18:00;0;0.062301;0
04.01.2016 18:15;0;0.034003;0
04.01.2016 18:30;0;0.032259;0
04.01.2016 18:45;0;0.02689;0
04.01.2016 19:00;0;0.026065;0
04.01.2016 19:15;0;0.02363;0
04.01.2016 19:30;0;0.023718;0
04.01.2016 19:45;0;0.025391;0
04.01.2016 20:00;0;0.024593;0
04.01.2016 20:15;0;0.016967;0
04.01.2016 20:30;0;0.023921;0
04.01.2016 20:45;0;0.016639;0
04.01.2016 21:00;0;0.018152;0
04.01.2016 21:15;0;0.021393;0
04.01.2016 21:30;0;0.007455;0
04.01.2016 21:45;0;0.018368;0
04.01.2016 22:00;0;0.018584;0
04.01.2016 22:15;0;0.017612;0
04.01.2016 22:30;0;0.015667;0
04.01.2016 22:45;0;0.005585;0
04.01.2016 23:00;0;0;0
04.01.2016 23:15;0;0;0
04.01.2016 23:30;0;0;0
04.01.2016 23:45;0;0;0
05.01.2016 00:00;0;0;0
05.01.2016 00:15;0;0;0
05.01.2016 00:30;0;0;0
05.01.2016 00:45;0;0;0
05.01.2016 01:00;0;0;0
05.01.2016 01:15;0;0;0
05.01.2016 01:30;0;0;0
05.01.2016 01:45;0;0;0
05.01.2016 02:00;0;0;0
05.01.2016 02:15;0;0;0
05.01.2016 02:30;0;0;0
05.01.2016 02:45;0;0;0
05.01.2016 03:00;0;0;0
05.01.2016 03:15;0;0;0
05.01.2016 03:30;0;0;0
05.01.2016 03:45;0;0;0
05.01.2016 04:00;0;0;0
05.01.2016 04:15;0;0;0
05.01.2016 04:30;0;0;0
05.01.2016 04:45;0;0;0
05.01.2016 05:00;0;0;0
05.01.2016 05:15;0;0;0
05.01.2016 05:30;0;0;0
05.01.2016 05:45;0;0;0
05.01.2016 06:00;0;0;0
05.01.2016 06:15;0;0;0
05.01.2016 06:30;0;0;0
05.01.2016 06:45;0;0;0
05.01.2016 07:00;0;0;0
05.01.2016 07:15;0;0;0
05.01.2016 07:30;0;0;0
05.01.2016 07:45;0;0;0
05.01.2016 08:00;0;0;0
05.01.2016 08:15;0.017362;0.016576;0.022723
05.01.2016 08:30;0.034723;0.02964;0.045447
05.01.2016 08:45;0.045491;0.038624;0.06817
05.01.2016 09:00;0.051853;0.048124;0.078397
05.01.2016 09:15;0.050656;0.043142;0.070598
05.01.2016 09:30;0.035007;0.035704;0.054292
05.01.2016 09:45;0.019144;0.02783;0.022723
05.01.2016 10:00;0.007773;0.024729;0
05.01.2016 10:15;0.00811;0.042722;0
05.01.2016 10:30;0.004645;0.054286;0
05.01.2016 10:45;0;0.067036;0
05.01.2016 11:00;0;0.058409;0
05.01.2016 11:15;0.01283;0.058266;0.013187
05.01.2016 11:30;0.02566;0.054961;0.026373
05.01.2016 11:45;0.037733;0.042759;0.03956
05.01.2016 12:00;0.048764;0.05915;0.052747
05.01.2016 12:15;0.038658;0.033745;0.03956
05.01.2016 12:30;0.027784;0.026524;0.026373
05.01.2016 12:45;0.013524;0.036776;0.013187
05.01.2016 13:00;0;0.023741;0
05.01.2016 13:15;0;0.02127;0
05.01.2016 13:30;0;0.019316;0
05.01.2016 13:45;0;0.014453;0
05.01.2016 14:00;0;0.008752;0
05.01.2016 14:15;0;0.009724;0
05.01.2016 14:30;0;0.007898;0
05.01.2016 14:45;0;0;0
05.01.2016 15:00;0;0;0
05.01.2016 15:15;0;0;0
05.01.2016 15:30;0;0;0
05.01.2016 15:45;0;0;0
05.01.2016 16:00;0;0;0
05.01.2016 16:15;0;0;0
05.01.2016 16:30;0;0;0
05.01.2016 16:45;0;0;0
05.01.2016 17:00;0;0;0
05.01.2016 17:15;0;0;0
05.01.2016 17:30;0;0;0
05.01.2016 17:45;0;0;0
05.01.2016 18:00;0;0;0
05.01.2016 18:15;0;0;0
05.01.2016 18:30;0;0;0
05.01.2016 18:45;0;0;0
05.01.2016 19:00;0;0;0
05.01.2016 19:15;0;0;0
05.01.2016 19:30;0;0;0
05.01.2016 19:45;0;0;0
05.01.2016 20:00;0;0;0
05.01.2016 20:15;0;0;0
05.01.2016 20:30;0;0;0
05.01.2016 20:45;0;0;0
05.01.2016 21:00;0;0;0
05.01.2016 21:15;0;0;0
05.01.2016 21:30;0;0;0
05.01.2016 21:45;0;0;0
05.01.2016 22:00;0;0;0
05.01.2016 22:15;0;0;0
05.01.2016 22:30;0;0;0
05.01.2016 22:45;0;0;0
05.01.2016 23:00;0;0;0
05.01.2016 23:15;0;0;0
05.01.2016 23:30;0;0;0
05.01.2016 23:45;0;0;0
06.01.2016 00:00;0;0;0
06.01.2016 00:15;0;0;0
06.01.2016 00:30;0;0;0
06.01.2016 00:45;0;0;0
06.01.2016 01:00;0;0;0
06.01.2016 01:15;0;0;0
06.01.2016 01:30;0;0;0
06.01.2016 01:45;0;0;0
06.01.2016 02:00;0;0;0
06.01.2016 02:15;0;0;0
06.01.2016 02:30;0;0;0
06.01.2016 02:45;0;0;0
06.01.2016 03:00;0;0;0
06.01.2016 03:15;0;0;0
06.01.2016 03:30;0;0;0
06.01.2016 03:45;0;0;0
06.01.2016 04:00;0;0;0
06.01.2016 04:15;0;0;0
06.01.2016 04:30;0;0;0
06.01.2016 04:45;0;0;0
06.01.2016 05:00;0;0;0
06.01.2016 05:15;0;0;0
06.01.2016 05:30;0;0;0
06.01.2016 05:45;0;0;0
06.01.2016 06:00;0;0;0
06.01.2016 06:15;0;0;0
06.01.2016 06:30;0;0;0
06.01.2016 06:45;0;0;0
06.01.2016 07:00;0;0;0
06.01.2016 07:15;0;0.004982;0
06.01.2016 07:30;0;0.008796;0
06.01.2016 07:45;0;0.010624;0
06.01.2016 08:00;0;0.012868;0
06.01.2016 08:15;0.029174;0.031224;0.047314
06.01.2016 08:30;0.042676;0.041071;0.031195
06.01.2016 08:45;0.054581;0.042937;0.084964
06.01.2016 09:00;0.05212;0.043001;0.051307
06.01.2016 09:15;0.040481;0.04845;0.067315
06.01.2016 09:30;0.063252;0.066225;0.110002
06.01.2016 09:45;0.063187;0.081282;0.140376
06.01.2016 10:00;0.042626;0.088569;0.111233
06.01.2016 10:15;0.042251;0.099474;0.147353
06.01.2016 10:30;0.052998;0.115806;0.121495
06.01.2016 10:45;0.056549;0.086134;0.113696
06.01.2016 11:00;0.04839;0.12016;0.134219
06.01.2016 11:15;0.068247;0.132044;0.193325
06.01.2016 11:30;0.062331;0.105901;0.129704
06.01.2016 11:45;0.044143;0.105129;0.094405
06.01.2016 12:00;0.057579;0.089467;0.094405
06.01.2016 12:15;0.049323;0.079734;0.082912
06.01.2016 12:30;0.036463;0.081188;0.140376
06.01.2016 12:45;0.037689;0.064101;0.080039
06.01.2016 13:00;0.048986;0.06798;0.076345
06.01.2016 13:15;0.047827;0.09253;0.224109
06.01.2016 13:30;0.041578;0.070002;0.143249
06.01.2016 13:45;0.050348;0.064524;0.105898
06.01.2016 14:00;0.029418;0.045793;0.057464
06.01.2016 14:15;0.026816;0.058851;0.087838
06.01.2016 14:30;0.028771;0.061683;0.085375
06.01.2016 14:45;0.027524;0.05064;0.075934
06.01.2016 15:00;0.026158;0.055675;0.059516
06.01.2016 15:15;0.0255;0.090341;0.114927
06.01.2016 15:30;0.026272;0.095057;0.100151
06.01.2016 15:45;0.027205;0.081756;0.088658
06.01.2016 16:00;0.028885;0.133906;0.159257
06.01.2016 16:15;0.027933;0.096591;0.076345
06.01.2016 16:30;0.032276;0.126271;0.141607
06.01.2016 16:45;0.038616;0.079571;0.051307
06.01.2016 17:00;0.039164;0.094772;0.05418
06.01.2016 17:15;0.037375;0.077675;0.061979
06.01.2016 17:30;0.03504;0.069602;0.056232
06.01.2016 17:45;0.033433;0.061619;0.064852
06.01.2016 18:00;0.040261;0.060184;0.065673
06.01.2016 18:15;0.035332;0.077013;0.077576
06.01.2016 18:30;0.036163;0.06033;0.047613
06.01.2016 18:45;0.035639;0.077512;0.047202
06.01.2016 19:00;0.038121;0.096497;0.067315
06.01.2016 19:15;0.039972;0.111341;0.051717
06.01.2016 19:30;0.041796;0.074737;0.077987
06.01.2016 19:45;0.040242;0.063274;0.061979
06.01.2016 20:00;0.040481;0.071354;0.094815
06.01.2016 20:15;0.036896;0.062584;0.090711
06.01.2016 20:30;0.040877;0.050699;0.046617
06.01.2016 20:45;0.038108;0.026734;0
06.01.2016 21:00;0.039257;0.026623;0
06.01.2016 21:15;0.038013;0.037471;0
06.01.2016 21:30;0.035658;0.022227;0
06.01.2016 21:45;0.035629;0.025108;0
06.01.2016 22:00;0.033459;0.023004;0
06.01.2016 22:15;0.030667;0.029968;0
06.01.2016 22:30;0.027793;0.024725;0
06.01.2016 22:45;0.028249;0.017654;0
06.01.2016 23:00;0.02597;0.01492;0
06.01.2016 23:15;0.026994;0.016287;0
06.01.2016 23:30;0.026288;0.011231;0
06.01.2016 23:45;0.025717;0.013008;0
07.01.2016 00:00;0.026386;0.010612;0
07.01.2016 00:15;0.027621;0.008914;0
07.01.2016 00:30;0.0276;0.006296;0
07.01.2016 00:45;0.02754;0.004659;0
07.01.2016 01:00;0.02744;0.001011;0
07.01.2016 01:15;0.026365;0;0
07.01.2016 01:30;0.021659;0;0
07.01.2016 01:45;0.023887;0;0
07.01.2016 02:00;0.022434;0;0
07.01.2016 02:15;0.022893;0;0
07.01.2016 02:30;0.023398;0;0
07.01.2016 02:45;0.02232;0;0
07.01.2016 03:00;0.023487;0;0
07.01.2016 03:15;0.021907;0;0
07.01.2016 03:30;0.022374;0;0
07.01.2016 03:45;0.020213;0;0
07.01.2016 04:00;0.020046;0;0
07.01.2016 04:15;0.022923;0;0
07.01.2016 04:30;0.021699;0;0
07.01.2016 04:45;0.026371;0;0
07.01.2016 05:00;0.02424;0;0
07.01.2016 05:15;0.025089;0;0
07.01.2016 05:30;0.027224;0;0
07.01.2016 05:45;0.027393;0;0
07.01.2016 06:00;0.029532;0;0
07.01.2016 06:15;0.0333;0;0
07.01.2016 06:30;0.029741;0;0
07.01.2016 06:45;0.031064;0;0
07.01.2016 07:00;0.029086;0;0
07.01.2016 07:15;0.026497;0;0
07.01.2016 07:30;0.029426;0;0
07.01.2016 07:45;0.031366;0;0
07.01.2016 08:00;0.034262;0;0
07.01.2016 08:15;0.038309;0;0
07.01.2016 08:30;0.037106;0;0
07.01.2016 08:45;0.035283;0;0
07.01.2016 09:00;0.0379;0;0
07.01.2016 09:15;0.031091;0;0
07.01.2016 09:30;0.03413;0;0
07.01.2016 09:45;0.03238;0;0
07.01.2016 10:00;0.027594;0;0
07.01.2016 10:15;0.026762;0;0
07.01.2016 10:30;0.028805;0;0
07.01.2016 10:45;0.028062;0;0
07.01.2016 11:00;0.02542;0;0
07.01.2016 11:15;0.026254;0.009918;0.026984
07.01.2016 11:30;0.026473;0.019836;0.053968
07.01.2016 11:45;0.028548;0.027619;0.080952
07.01.2016 12:00;0.026473;0.040293;0.107937
07.01.2016 12:15;0.030627;0.036232;0.081681
07.01.2016 12:30;0.03065;0.033408;0.073061
07.01.2016 12:45;0.030255;0.027843;0.09632
07.01.2016 13:00;0.027473;0.026735;0.061135
07.01.2016 13:15;0.027861;0.031614;0.062243
07.01.2016 13:30;0.027575;0.023863;0.06335
07.01.2016 13:45;0.035181;0.026044;0.064457
07.01.2016 14:00;0.036541;0.028862;0.065565
07.01.2016 14:15;0.034299;0.019254;0.049174
07.01.2016 14:30;0.02751;0.013753;0.032782
07.01.2016 14:45;0.026638;0.008024;0.016391
07.01.2016 15:00;0.029685;0.002065;0
07.01.2016 15:15;0.028451;0.00044;0
07.01.2016 15:30;0.027405;0;0
07.01.2016 15:45;0.029177;0;0
07.01.2016 16:00;0.030809;0;0
07.01.2016 16:15;0.031816;0;0
07.01.2016 16:30;0.033811;0;0
07.01.2016 16:45;0.035816;0;0
07.01.2016 17:00;0.039907;0;0
07.01.2016 17:15;0.044651;0;0
07.01.2016 17:30;0.036464;0;0
07.01.2016 17:45;0.040144;0;0
07.01.2016 18:00;0.038758;0;0
07.01.2016 18:15;0.027482;0;0
07.01.2016 18:30;0.025193;0;0
07.01.2016 18:45;0.025373;0;0
07.01.2016 19:00;0.02715;0;0
07.01.2016 19:15;0.020931;0;0
07.01.2016 19:30;0.01812;0;0
07.01.2016 19:45;0.00538;0;0
07.01.2016 20:00;0.005275;0;0
07.01.2016 20:15;0.00587;0;0
07.01.2016 20:30;0.005512;0;0
07.01.2016 20:45;0.005908;0;0
07.01.2016 21:00;0.006209;0;0
07.01.2016 21:15;0.005708;0;0
07.01.2016 21:30;0.005682;0;0
07.01.2016 21:45;0.005991;0;0
07.01.2016 22:00;0.005041;0;0
07.01.2016 22:15;0.005463;0;0
07.01.2016 22:30;0.005945;0;0
07.01.2016 22:45;0.005361;0;0
07.01.2016 23:00;0.005003;0;0
07.01.2016 23:15;0.00567;0;0
07.01.2016 23:30;0.005117;0;0
07.01.2016 23:45;0.005256;0;0
08.01.2016 00:00;0.005821;0;0
08.01.2016 00:15;0.005689;0;0
08.01.2016 00:30;0.005708;0;0
08.01.2016 00:45;0.00587;0;0
08.01.2016 01:00;0.005832;0;0
08.01.2016 01:15;0.00506;0;0
08.01.2016 01:30;0.004245;0;0
08.01.2016 01:45;0;0;0
08.01.2016 02:00;0;0;0
08.01.2016 02:15;0;0;0
08.01.2016 02:30;0;0;0
08.01.2016 02:45;0;0;0
08.01.2016 03:00;0;0;0
08.01.2016 03:15;0;0;0
08.01.2016 03:30;0;0;0
08.01.2016 03:45;0;0;0
08.01.2016 04:00;0;0;0
08.01.2016 04:15;0;0;0
08.01.2016 04:30;0;0;0
08.01.2016 04:45;0;0;0
08.01.2016 05:00;0;0;0
08.01.2016 05:15;0;0;0
08.01.2016 05:30;0;0;0
08.01.2016 05:45;0;0;0
08.01.2016 06:00;0;0;0
08.01.2016 06:15;0;0;0
08.01.2016 06:30;0;0;0
08.01.2016 06:45;0;0;0
08.01.2016 07:00;0;0;0
08.01.2016 07:15;0;0;0
08.01.2016 07:30;0;0;0
08.01.2016 07:45;0;0;0
08.01.2016 08:00;0;0;0
08.01.2016 08:15;0.019815;0.001195;0.027279
08.01.2016 08:30;0.028848;0.00239;0.054558
08.01.2016 08:45;0.02822;0.003585;0.081837
