time;lv_rural1;lv_rural2;lv_rural3;lv_semiurb4
02.01.2016 07:00;0;0;0;0
02.01.2016 07:15;0;0;0;0
02.01.2016 07:30;0;0;0;0
02.01.2016 07:45;0;0;0;0
02.01.2016 08:00;0;0;0;0
02.01.2016 08:15;0.006358;0;0;0.018633
02.01.2016 08:30;0.012716;0;0;0.0417
02.01.2016 08:45;0.017166;0;0;0.045334
02.01.2016 09:00;0.02044;0;0;0.05879
02.01.2016 09:15;0.029492;0;0;0.057099
02.01.2016 09:30;0.037811;0;0;0.059041
02.01.2016 09:45;0.046506;0;0;0.063942
02.01.2016 10:00;0.056752;0;0;0.05752
02.01.2016 10:15;0.062724;0;0;0.059659
02.01.2016 10:30;0.063943;0;0;0.05822
02.01.2016 10:45;0.058517;0;0;0.058812
02.01.2016 11:00;0.056478;0;0;0.05255
02.01.2016 11:15;0.058988;0.010657;0.009464;0.056723
02.01.2016 11:30;0.069627;0.016774;0.018928;0.063088
02.01.2016 11:45;0.070219;0.024188;0.028392;0.06372
02.01.2016 12:00;0.072096;0.028498;0.037855;0.060335
02.01.2016 12:15;0.07727;0.025679;0.028392;0.063226
02.01.2016 12:30;0.070206;0.015105;0.018928;0.066837
02.01.2016 12:45;0.083019;0.013674;0.009464;0.065343
02.01.2016 13:00;0.072241;0.002977;0;0.066251
02.01.2016 13:15;0.064024;0.002918;0;0.069976
02.01.2016 13:30;0.067843;0.003242;0;0.070734
02.01.2016 13:45;0.063606;0.003242;0;0.074153
02.01.2016 14:00;0.07241;0.003242;0;0.075001
02.01.2016 14:15;0.047921;0.001621;0;0.070997
02.01.2016 14:30;0.04191;0.00227;0;0.063038
02.01.2016 14:45;0.04439;0.003242;0;0.064692
02.01.2016 15:00;0.03634;0.003242;0;0.054377
02.01.2016 15:15;0.033182;0.003567;0;0.037617
02.01.2016 15:30;0.017928;0.001946;0;0.032613
02.01.2016 15:45;0.011665;0.00227;0;0.03466
02.01.2016 16:00;0.013752;0.003242;0;0.031385
02.01.2016 16:15;0.018776;0.003567;0;0.034433
02.01.2016 16:30;0.024395;0.002918;0;0.032204
02.01.2016 16:45;0.020819;0.001946;0;0.030612
02.01.2016 17:00;0.022052;0.00227;0;0.014583
02.01.2016 17:15;0.026269;0.003567;0;0
02.01.2016 17:30;0.021415;0.003242;0;0
02.01.2016 17:45;0.006218;0.003242;0;0
02.01.2016 18:00;0;0.00227;0;0
02.01.2016 18:15;0;0.001823;0;0
02.01.2016 18:30;0;0;0;0
02.01.2016 18:45;0;0;0;0
02.01.2016 19:00;0;0;0;0
02.01.2016 19:15;0;0;0;0
02.01.2016 19:30;0;0;0;0
02.01.2016 19:45;0;0;0;0
02.01.2016 20:00;0;0;0;0
02.01.2016 20:15;0;0;0;0
02.01.2016 20:30;0;0;0;0
02.01.2016 20:45;0;0;0;0
02.01.2016 21:00;0;0;0;0
02.01.2016 21:15;0;0;0;0
02.01.2016 21:30;0;0;0;0
02.01.2016 21:45;0;0;0;0
02.01.2016 22:00;0;0;0;0
02.01.2016 22:15;0;0;0;0
02.01.2016 22:30;0;0;0;0
02.01.2016 22:45;0;0;0;0
02.01.2016 23:00;0;0;0;0
02.01.2016 23:15;0;0;0;0
02.01.2016 23:30;0;0;0;0
02.01.2016 23:45;0;0;0;0
03.01.2016 00:00;0;0;0;0
03.01.2016 00:15;0;0;0;0
03.01.2016 00:30;0;0;0;0
03.01.2016 00:45;0;0;0;0
03.01.2016 01:00;0;0;0;0
03.01.2016 01:15;0;0;0;0
03.01.2016 01:30;0;0;0;0
03.01.2016 01:45;0;0;0;0
03.01.2016 02:00;0;0;0;0
03.01.2016 02:15;0;0;0;0
03.01.2016 02:30;0;0;0;0
03.01.2016 02:45;0;0;0;0
03.01.2016 03:00;0;0;0;0
03.01.2016 03:15;0;0;0;0
03.01.2016 03:30;0;0;0;0
03.01.2016 03:45;0;0;0;0
03.01.2016 04:00;0;0;0;0
03.01.2016 04:15;0;0;0;0
03.01.2016 04:30;0;0;0;0
03.01.2016 04:45;0;0;0;0
03.01.2016 05:00;0;0;0;0
03.01.2016 05:15;0;0;0;0
03.01.2016 05:30;0;0;0;0
03.01.2016 05:45;0;0;0;0
03.01.2016 06:00;0;0;0;0
03.01.2016 06:15;0;0;0;0
03.01.2016 06:30;0;0;0;0
03.01.2016 06:45;0;0;0;0
03.01.2016 07:00;0;0;0;0
03.01.2016 07:15;0;0.002269;0.003933;0
03.01.2016 07:30;0;0.004537;0.00566;0
03.01.2016 07:45;0;0.006806;0.008674;0
03.01.2016 08:00;0;0.00826;0.008091;0
03.01.2016 08:15;0.017074;0.018068;0.022735;0.020612
03.01.2016 08:30;0.032428;0.019706;0.032541;0.027502
03.01.2016 08:45;0.044329;0.018762;0.034192;0.048923
03.01.2016 09:00;0.053144;0.020188;0.037483;0.041676
03.01.2016 09:15;0.053336;0.019581;0.03465;0.042685
03.01.2016 09:30;0.051328;0.028968;0.065912;0.047275
03.01.2016 09:45;0.051952;0.039853;0.097632;0.049197
03.01.2016 10:00;0.067779;0.037746;0.058766;0.042793
03.01.2016 10:15;0.059619;0.045106;0.060267;0.036938
03.01.2016 10:30;0.036703;0.038979;0.057723;0.035953
03.01.2016 10:45;0.022373;0.033794;0.068469;0.046716
03.01.2016 11:00;0.009235;0.029101;0.055412;0.038931
03.01.2016 11:15;0.001689;0.022329;0.054774;0.033212
03.01.2016 11:30;0;0.01636;0.034706;0.045644
03.01.2016 11:45;0;0.024775;0.025959;0.036622
03.01.2016 12:00;0;0.016371;0.033779;0.027969
03.01.2016 12:15;0;0.014471;0.028514;0.000348
03.01.2016 12:30;0;0.013272;0.014873;0.000411
03.01.2016 12:45;0;0.008209;0.014049;0.001265
03.01.2016 13:00;0;0.008493;0.025604;0.000413
03.01.2016 13:15;0;0.007196;0.033285;0
03.01.2016 13:30;0;0.007373;0.017629;0
03.01.2016 13:45;0;0.006024;0.018743;0
03.01.2016 14:00;0;0.006422;0.009078;0
03.01.2016 14:15;0;0.007823;0.004136;0
03.01.2016 14:30;0;0.007572;0.004366;0
03.01.2016 14:45;0;0.006681;0.008732;0
03.01.2016 15:00;0;0.006586;0.012638;0
03.01.2016 15:15;0;0.006158;0.01103;0
03.01.2016 15:30;0;0.007018;0.015166;0
03.01.2016 15:45;0;0.007507;0.005027;0
03.01.2016 16:00;0;0.008614;0;0
03.01.2016 16:15;0;0.006962;0;0
03.01.2016 16:30;0;0.008251;0;0
03.01.2016 16:45;0;0.008709;0;0
03.01.2016 17:00;0;0.008126;0;0
03.01.2016 17:15;0;0.013801;0;0
03.01.2016 17:30;0;0.019327;0;0
03.01.2016 17:45;0;0.014907;0;0
03.01.2016 18:00;0;0.012723;0;0
03.01.2016 18:15;0;0.011638;0;0
03.01.2016 18:30;0;0.007603;0;0
03.01.2016 18:45;0;0.007603;0;0
03.01.2016 19:00;0;0.009713;0;0
03.01.2016 19:15;0;0.007948;0;0
03.01.2016 19:30;0;0.007373;0;0
03.01.2016 19:45;0;0.005384;0;0
03.01.2016 20:00;0;0.006984;0;0
03.01.2016 20:15;0;0.007896;0;0
03.01.2016 20:30;0;0.008009;0;0
03.01.2016 20:45;0;0.007624;0;0
03.01.2016 21:00;0;0.007153;0;0
03.01.2016 21:15;0;0.007802;0;0
03.01.2016 21:30;0;0.008826;0;0
03.01.2016 21:45;0;0.00845;0;0
03.01.2016 22:00;0;0.008312;0;0
03.01.2016 22:15;0;0.00615;0;0
03.01.2016 22:30;0;0.007373;0;0
03.01.2016 22:45;0;0.008134;0;0
03.01.2016 23:00;0;0.009903;0;0
03.01.2016 23:15;0;0.006858;0;0
03.01.2016 23:30;0;0.007161;0;0
03.01.2016 23:45;0;0.008325;0;0
04.01.2016 00:00;0;0.008908;0;0
04.01.2016 00:15;0;0.005794;0;0
04.01.2016 00:30;0;0.002918;0;0
04.01.2016 00:45;0;0.00227;0;0
04.01.2016 01:00;0;0.003242;0;0
04.01.2016 01:15;0;0.003891;0;0
04.01.2016 01:30;0;0.003567;0;0
04.01.2016 01:45;0;0.002918;0;0
04.01.2016 02:00;0;0.001946;0;0
04.01.2016 02:15;0;0.003567;0;0
04.01.2016 02:30;0;0.003891;0;0
04.01.2016 02:45;0;0.003567;0;0
04.01.2016 03:00;0;0.002918;0;0
04.01.2016 03:15;0;0.00227;0;0
04.01.2016 03:30;0;0.003891;0;0
04.01.2016 03:45;0;0.003567;0;0
04.01.2016 04:00;0;0.003567;0;0
04.01.2016 04:15;0;0.00227;0;0
04.01.2016 04:30;0;0.002594;0;0
04.01.2016 04:45;0;0.003891;0;0
04.01.2016 05:00;0;0.004215;0;0
04.01.2016 05:15;0;0.003891;0;0
04.01.2016 05:30;0;0.00227;0;0
04.01.2016 05:45;0;0.002594;0;0
04.01.2016 06:00;0;0.003891;0;0
04.01.2016 06:15;0;0.003891;0;0
04.01.2016 06:30;0;0.003242;0;0
04.01.2016 06:45;0;0.002594;0;0
04.01.2016 07:00;0;0.002594;0;0
04.01.2016 07:15;0;0.004215;0;0
04.01.2016 07:30;0;0.003891;0;0
04.01.2016 07:45;0;0.00454;0;0
04.01.2016 08:00;0;0.00454;0;0
04.01.2016 08:15;0.016637;0.004864;0;0.020478
04.01.2016 08:30;0.033273;0.005512;0;0.033724
04.01.2016 08:45;0.045068;0.005512;0;0.058205
04.01.2016 09:00;0.048493;0.009079;0;0.063191
04.01.2016 09:15;0.059313;0.02264;0.026263;0.059616
04.01.2016 09:30;0.073207;0.029826;0.048815;0.061057
04.01.2016 09:45;0.058486;0.033124;0.069164;0.069423
04.01.2016 10:00;0.074014;0.033227;0.071607;0.06662
04.01.2016 10:15;0.069429;0.039357;0.073022;0.061583
04.01.2016 10:30;0.065073;0.039896;0.068182;0.059799
04.01.2016 10:45;0.05431;0.047892;0.085653;0.070873
04.01.2016 11:00;0.057144;0.039669;0.068912;0.063033
04.01.2016 11:15;0.049507;0.038738;0.066655;0.053905
04.01.2016 11:30;0.045366;0.042094;0.079868;0.050206
04.01.2016 11:45;0.044967;0.040056;0.081681;0.051109
04.01.2016 12:00;0.045172;0.047891;0.073424;0.048806
04.01.2016 12:15;0.038186;0.03846;0.048548;0.044504
04.01.2016 12:30;0.036;0.03484;0.050297;0.045776
04.01.2016 12:45;0.043964;0.044318;0.063367;0.03953
04.01.2016 13:00;0.022352;0.049957;0.088828;0.033085
04.01.2016 13:15;0.026444;0.057555;0.115716;0.035841
04.01.2016 13:30;0.032505;0.056304;0.135055;0.040723
04.01.2016 13:45;0.047814;0.042502;0.079346;0.051215
04.01.2016 14:00;0.052077;0.039315;0.06065;0.054402
04.01.2016 14:15;0.037401;0.031319;0.047069;0.048227
04.01.2016 14:30;0.031146;0.041019;0.067143;0.043733
04.01.2016 14:45;0.036353;0.05017;0.078958;0.038147
04.01.2016 15:00;0.009253;0.047937;0.074502;0.034705
04.01.2016 15:15;0.004737;0.047156;0.076365;0.022693
04.01.2016 15:30;0.004243;0.045899;0.091738;0
04.01.2016 15:45;0.003408;0.045285;0.095799;0
04.01.2016 16:00;0.00443;0.032833;0.057032;0
04.01.2016 16:15;0.00197;0.041154;0.08234;0
04.01.2016 16:30;0;0.052404;0.112458;0
04.01.2016 16:45;0;0.04358;0.114737;0
04.01.2016 17:00;0;0.034656;0.071336;0
04.01.2016 17:15;0;0.024662;0.069544;0
04.01.2016 17:30;0;0.024985;0.076532;0
04.01.2016 17:45;0;0.021024;0.065562;0
04.01.2016 18:00;0;0.018841;0.061982;0
04.01.2016 18:15;0;0.021927;0.041355;0
04.01.2016 18:30;0;0.021162;0.029285;0
04.01.2016 18:45;0;0.015917;0.022437;0
04.01.2016 19:00;0;0.015046;0.021749;0
04.01.2016 19:15;0;0.012477;0.019717;0
04.01.2016 19:30;0;0.01259;0.01979;0
04.01.2016 19:45;0;0.012601;0.021186;0
04.01.2016 20:00;0;0.012526;0.020521;0
04.01.2016 20:15;0;0.01107;0.014157;0
04.01.2016 20:30;0;0.011472;0.01996;0
04.01.2016 20:45;0;0.007551;0.013884;0
04.01.2016 21:00;0;0.008199;0.015146;0
04.01.2016 21:15;0;0.008325;0.017851;0
04.01.2016 21:30;0;0.008;0.006221;0
04.01.2016 21:45;0;0.007028;0.015326;0
04.01.2016 22:00;0;0.007486;0.015507;0
04.01.2016 22:15;0;0.007646;0.014695;0
04.01.2016 22:30;0;0.008208;0.013072;0
04.01.2016 22:45;0;0.007875;0.00466;0
04.01.2016 23:00;0;0.009095;0;0
04.01.2016 23:15;0;0.008134;0;0
04.01.2016 23:30;0;0.008709;0;0
04.01.2016 23:45;0;0.008532;0;0
05.01.2016 00:00;0;0.006837;0;0
05.01.2016 00:15;0;0.005457;0;0
05.01.2016 00:30;0;0.007831;0;0
05.01.2016 00:45;0;0.008082;0;0
05.01.2016 01:00;0;0.008199;0;0
05.01.2016 01:15;0;0.006526;0;0
05.01.2016 01:30;0;0.005907;0;0
05.01.2016 01:45;0;0.00682;0;0
05.01.2016 02:00;0;0.007256;0;0
05.01.2016 02:15;0;0.007395;0;0
05.01.2016 02:30;0;0.005259;0;0
05.01.2016 02:45;0;0.006785;0;0
05.01.2016 03:00;0;0.007771;0;0
05.01.2016 03:15;0;0.007381;0;0
05.01.2016 03:30;0;0.007256;0;0
05.01.2016 03:45;0;0.005959;0;0
05.01.2016 04:00;0;0.005708;0;0
05.01.2016 04:15;0;0.006754;0;0
05.01.2016 04:30;0;0.00733;0;0
05.01.2016 04:45;0;0.007684;0;0
05.01.2016 05:00;0;0.006534;0;0
05.01.2016 05:15;0;0.007028;0;0
05.01.2016 05:30;0;0.008259;0;0
05.01.2016 05:45;0;0.007883;0;0
05.01.2016 06:00;0;0.007321;0;0
05.01.2016 06:15;0;0.006283;0;0
05.01.2016 06:30;0;0.006275;0;0
05.01.2016 06:45;0;0.007823;0;0
05.01.2016 07:00;0;0.008074;0;0
05.01.2016 07:15;0;0.018116;0;0
05.01.2016 07:30;0;0.008217;0;0
05.01.2016 07:45;0;0.008385;0;0
05.01.2016 08:00;0;0.009107;0;0
05.01.2016 08:15;0.016448;0.015457;0.016787;0.018573
05.01.2016 08:30;0.032897;0.021074;0.029668;0.046387
05.01.2016 08:45;0.044358;0.026525;0.038799;0.045902
05.01.2016 09:00;0.047312;0.028305;0.048878;0.060936
05.01.2016 09:15;0.049903;0.028046;0.04412;0.054773
05.01.2016 09:30;0.035133;0.031555;0.036681;0.04327
05.01.2016 09:45;0.018804;0.029239;0.027384;0.036021
05.01.2016 10:00;0.005879;0.024081;0.023391;0.024443
05.01.2016 10:15;0.006134;0.033327;0.041075;0.025061
05.01.2016 10:30;0.003513;0.02899;0.053078;0.000945
05.01.2016 10:45;0;0.031179;0.067607;0
05.01.2016 11:00;0;0.02791;0.06071;0
05.01.2016 11:15;0.012769;0.028993;0.058032;0.013187
05.01.2016 11:30;0.025538;0.028506;0.056862;0.026373
05.01.2016 11:45;0.037321;0.02281;0.045233;0.039346
05.01.2016 12:00;0.046839;0.025836;0.061859;0.05294
05.01.2016 12:15;0.039068;0.017715;0.039303;0.03956
05.01.2016 12:30;0.028963;0.018247;0.030043;0.026373
05.01.2016 12:45;0.013294;0.021081;0.044201;0.013187
05.01.2016 13:00;0;0.017434;0.027315;0
05.01.2016 13:15;0;0.017258;0.023999;0
05.01.2016 13:30;0;0.015531;0.021243;0
05.01.2016 13:45;0;0.01334;0.015692;0
05.01.2016 14:00;0;0.013991;0.007303;0
05.01.2016 14:15;0;0.013409;0.008114;0
05.01.2016 14:30;0;0.011147;0.00659;0
05.01.2016 14:45;0;0.022207;0;0
05.01.2016 15:00;0;0.022142;0;0
05.01.2016 15:15;0;0.020052;0;0
05.01.2016 15:30;0;0.02087;0;0
05.01.2016 15:45;0;0.019979;0;0
05.01.2016 16:00;0;0.019197;0;0
05.01.2016 16:15;0;0.018755;0;0
05.01.2016 16:30;0;0.018599;0;0
05.01.2016 16:45;0;0.01786;0;0
05.01.2016 17:00;0;0.021173;0;0
05.01.2016 17:15;0;0.012285;0;0
05.01.2016 17:30;0;0.011481;0;0
05.01.2016 17:45;0;0.013331;0;0
05.01.2016 18:00;0;0.012519;0;0
05.01.2016 18:15;0;0.018163;0;0
05.01.2016 18:30;0;0.01264;0;0
05.01.2016 18:45;0;0.010448;0;0
05.01.2016 19:00;0;0.011996;0;0
05.01.2016 19:15;0;0.011974;0;0
05.01.2016 19:30;0;0.012013;0;0
05.01.2016 19:45;0;0.008437;0;0
05.01.2016 20:00;0;0.008053;0;0
05.01.2016 20:15;0;0.00935;0;0
05.01.2016 20:30;0;0.009224;0;0
05.01.2016 20:45;0;0.009726;0;0
05.01.2016 21:00;0;0.009129;0;0
05.01.2016 21:15;0;0.008481;0;0
05.01.2016 21:30;0;0.009838;0;0
05.01.2016 21:45;0;0.010677;0;0
05.01.2016 22:00;0;0.0096;0;0
05.01.2016 22:15;0;0.007676;0;0
05.01.2016 22:30;0;0.007551;0;0
05.01.2016 22:45;0;0.009483;0;0
05.01.2016 23:00;0;0.012182;0;0
05.01.2016 23:15;0;0.00941;0;0
05.01.2016 23:30;0;0.009315;0;0
05.01.2016 23:45;0;0.008429;0;0
06.01.2016 00:00;0;0.008973;0;0
06.01.2016 00:15;0;0.008532;0;0
06.01.2016 00:30;0;0.008545;0;0
06.01.2016 00:45;0;0.006495;0;0
06.01.2016 01:00;0;0.006858;0;0
06.01.2016 01:15;0;0.008354;0;0
06.01.2016 01:30;0;0.008605;0;0
06.01.2016 01:45;0;0.009172;0;0
06.01.2016 02:00;0;0.007183;0;0
06.01.2016 02:15;0;0.006806;0;0
06.01.2016 02:30;0;0.007594;0;0
06.01.2016 02:45;0;0.00797;0;0
06.01.2016 03:00;0;0.008103;0;0
06.01.2016 03:15;0;0.006681;0;0
06.01.2016 03:30;0;0.006798;0;0
06.01.2016 03:45;0;0.008406;0;0
06.01.2016 04:00;0;0.007918;0;0
06.01.2016 04:15;0;0.007844;0;0
06.01.2016 04:30;0;0.006305;0;0
06.01.2016 04:45;0;0.006556;0;0
06.01.2016 05:00;0;0.007905;0;0
06.01.2016 05:15;0;0.009985;0;0
06.01.2016 05:30;0;0.008458;0;0
06.01.2016 05:45;0;0.007434;0;0
06.01.2016 06:00;0;0.007507;0;0
06.01.2016 06:15;0;0.009297;0;0
06.01.2016 06:30;0;0.017688;0;0
06.01.2016 06:45;0;0.011417;0;0
06.01.2016 07:00;0;0.009242;0;0
06.01.2016 07:15;0;0.0115;0.004157;0
06.01.2016 07:30;0;0.016075;0.00734;0
06.01.2016 07:45;0;0.032922;0.008865;0
06.01.2016 08:00;0;0.037947;0.010737;0
06.01.2016 08:15;0.026975;0.040814;0.03178;0.029505
06.01.2016 08:30;0.040372;0.03816;0.042594;0.047766
06.01.2016 08:45;0.050523;0.04864;0.046903;0.068822
06.01.2016 09:00;0.048484;0.044921;0.043516;0.065348
06.01.2016 09:15;0.03912;0.048669;0.049606;0.061172
06.01.2016 09:30;0.055269;0.057413;0.06905;0.06549
06.01.2016 09:45;0.057365;0.062095;0.087505;0.07098
06.01.2016 10:00;0.040613;0.058942;0.094839;0.074736
06.01.2016 10:15;0.039819;0.067748;0.105985;0.071838
06.01.2016 10:30;0.04736;0.067386;0.118875;0.075234
06.01.2016 10:45;0.05117;0.059632;0.088944;0.073309
06.01.2016 11:00;0.043825;0.072681;0.122653;0.068171
06.01.2016 11:15;0.060784;0.083304;0.134462;0.071145
06.01.2016 11:30;0.055696;0.065434;0.105717;0.064842
06.01.2016 11:45;0.040868;0.061156;0.100819;0.0631
06.01.2016 12:00;0.052178;0.058348;0.087291;0.064881
06.01.2016 12:15;0.04448;0.057669;0.077839;0.062687
06.01.2016 12:30;0.034805;0.065005;0.085417;0.070287
06.01.2016 12:45;0.036062;0.053729;0.065453;0.071422
06.01.2016 13:00;0.053263;0.054643;0.067993;0.074169
06.01.2016 13:15;0.052183;0.074718;0.103809;0.07926
06.01.2016 13:30;0.043702;0.058018;0.075999;0.07374
06.01.2016 13:45;0.04773;0.052224;0.067866;0.065483
06.01.2016 14:00;0.03139;0.043723;0.046528;0.067359
06.01.2016 14:15;0.028094;0.055313;0.060615;0.063066
06.01.2016 14:30;0.027863;0.052447;0.063165;0.067187
06.01.2016 14:45;0.02863;0.049003;0.05233;0.069122
06.01.2016 15:00;0.029461;0.049709;0.056782;0.067502
06.01.2016 15:15;0.026717;0.06157;0.096841;0.073203
06.01.2016 15:30;0.028602;0.060938;0.101725;0.071197
06.01.2016 15:45;0.029512;0.057428;0.084298;0.065789
06.01.2016 16:00;0.030605;0.075904;0.134885;0.079373
06.01.2016 16:15;0.031621;0.058249;0.092671;0.074222
06.01.2016 16:30;0.035083;0.0708;0.124492;0.073472
06.01.2016 16:45;0.039725;0.052046;0.07495;0.068725
06.01.2016 17:00;0.040984;0.05679;0.089043;0.075811
06.01.2016 17:15;0.041391;0.051728;0.075756;0.073514
06.01.2016 17:30;0.039932;0.042715;0.068326;0.068946
06.01.2016 17:45;0.03698;0.032047;0.062791;0.071968
06.01.2016 18:00;0.04932;0.030943;0.060881;0.069635
06.01.2016 18:15;0.041201;0.034541;0.077218;0.066354
06.01.2016 18:30;0.040807;0.026171;0.058658;0.059849
06.01.2016 18:45;0.041866;0.02815;0.076224;0.061714
06.01.2016 19:00;0.044815;0.034812;0.095613;0.066682
06.01.2016 19:15;0.043995;0.031913;0.109029;0.060482
06.01.2016 19:30;0.047441;0.029767;0.074618;0.057595
06.01.2016 19:45;0.04476;0.020303;0.063912;0.058478
06.01.2016 20:00;0.045809;0.02512;0.074176;0.060739
06.01.2016 20:15;0.039803;0.024435;0.065829;0.062383
06.01.2016 20:30;0.043964;0.020748;0.055479;0.057911
06.01.2016 20:45;0.04141;0.022936;0.025524;0.048422
06.01.2016 21:00;0.043121;0.009203;0.025833;0.043965
06.01.2016 21:15;0.04333;0.009012;0.035057;0.04296
06.01.2016 21:30;0.040195;0.007906;0.022453;0.044435
06.01.2016 21:45;0.039713;0.00778;0.024914;0.045189
06.01.2016 22:00;0.035954;0.009151;0.022354;0.043582
06.01.2016 22:15;0.032947;0.008774;0.027246;0.042592
06.01.2016 22:30;0.029599;0.009527;0.025571;0.040919
06.01.2016 22:45;0.028208;0.00781;0.01743;0.040055
06.01.2016 23:00;0.025643;0.008364;0.015264;0.041503
06.01.2016 23:15;0.026468;0.006409;0.016577;0.04024
06.01.2016 23:30;0.02527;0.008709;0.011325;0.038137
06.01.2016 23:45;0.024532;0.0089;0.010902;0.037613
07.01.2016 00:00;0.024808;0.009211;0.008855;0.025116
07.01.2016 00:15;0.025741;0.007049;0.007438;0.026609
07.01.2016 00:30;0.025395;0.006599;0.005253;0.024972
07.01.2016 00:45;0.025502;0.007883;0.003887;0.022106
07.01.2016 01:00;0.025605;0.007204;0.000843;0.014601
07.01.2016 01:15;0.024818;0.00733;0;0.013373
07.01.2016 01:30;0.020824;0.005972;0;0.013236
07.01.2016 01:45;0.022611;0.006534;0;0.013373
07.01.2016 02:00;0.021947;0.008134;0;0.005413
